Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,pIC50,Standardized Smiles,Molecule
CHEMBL4866476,,None,410.50,0,4.76,VIla,O=C1N=C(NN2Cc3ccccc3N=C2c2ccccc2)S/C1=C/c1ccccc1,IC50,'=',65.63,nM,7.18,No Comment,,UO_0000065,17.5,0.33,2.42,12.59,0,CHEMBL4821238,Inhibition of EGFR (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4819060,1,Scientific Literature,Bioorg Med Chem Lett,2021.0,None,,INHIBITOR,7.1829,O=C1N=C(NN2Cc3ccccc3N=C2c2ccccc2)S/C1=C/c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA23760>
CHEMBL4634817,,None,562.05,2,5.98,1q,CN(C)C/C=C/C(=O)N1CCCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,IC50,'=',446.0,nM,6.35,No Comment,,UO_0000065,11.3,0.22,0.37,7.96,0,CHEMBL4628612,Inhibition of EGFR in human KB cells assessed as reduction in EGF-stimulated EGFR phosphorylation preincubated for 1 hr followed by EGF stimulation and measured after 6 mins by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,KB ,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4627322,1,Scientific Literature,Bioorg Med Chem Lett,2020.0,CHEMBL3307959,,,6.3507,CN(C)C/C=C/C(=O)N1CCCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA237D0>
CHEMBL3917026,,None,457.53,0,3.97,23a,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(OCC4CC4)cc3)nn21,IC50,'=',0.3,nM,9.52,No Comment,,UO_0000065,,,,,0,CHEMBL4414895,Inhibition of EGFR (unknown origin) preincubated for 1 hr followed by Biotin-AVLESEEELYSSARQ-NH2 substrate addition in presence of ATP and measured after 1 hr by TR-FRET assay,A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4414549,1,Scientific Literature,J Med Chem,2019.0,None,,,9.5229,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(OCC4CC4)cc3)nn21,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA238B0>
CHEMBL3699598,,None,592.60,1,4.25,BDBM149421,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'=',65.0,nM,7.19,No Comment,287820,UO_0000065,12.13,0.24,2.94,5.70,0,CHEMBL3707998,"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13xATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM beta-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25C. with a 0.5 Î¼L volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at lamda ex360/lamda em485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics (R2, 95% confidence interval, absolute sum of squares). Initial velocity (0 minutes to 30 minutes) from each reaction was determined from the slope of a plot of relative fluorescence units vs time (minutes) and then plotted against inhibitor concentration to estimate IC50 from log [Inhibitor] vs Response, Variable Slope model in GraphPad Prism from GraphPad Software (San Diego, Calif.).",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3639181,37,BindingDB Database,,2015.0,None,,,7.1871,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA23990>
CHEMBL4741922,,None,315.38,0,4.19,39,C[C@@H](Nc1ncnc2[nH]c(-c3ccncc3)cc12)c1ccccc1,IC50,'=',0.6,nM,9.22,No Comment,,UO_0000065,29.24,0.52,5.03,13.87,0,CHEMBL4718820,Inhibition of human EGFR using poly[Glu:Tyr] (4:1) as substrate in presence of [gamma33P]ATP by radiometric HotSpot assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715760,1,Scientific Literature,Eur J Med Chem,2016.0,None,,INHIBITOR,9.2218,C[C@@H](Nc1ncnc2[nH]c(-c3ccncc3)cc12)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA23B50>
CHEMBL4756049,,None,688.12,3,6.92,13g,Cc1ccc(Oc2ccc(Nc3ncnc4cc(OCCCN5CCOCC5)c(NC(=O)c5cc([N+](=O)[O-])ccc5F)cc34)cc2Cl)cn1,IC50,'=',390.0,nM,6.41,No Comment,,UO_0000065,9.31,0.18,-0.51,4.17,0,CHEMBL4721180,Inhibition of recombinant human N-terminal GST tagged EGFR (669 to 1210 residues) expressed in insect expression system using peptide as substrate incubated for 2 hrs followed by substrate addition and measured after 30 mins by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715818,1,Scientific Literature,Bioorg Med Chem,2018.0,None,TIME = 2.0 hr,INHIBITOR,6.4089,Cc1ccc(Oc2ccc(Nc3ncnc4cc(OCCCN5CCOCC5)c(NC(=O)c5cc([N+](=O)[O-])ccc5F)cc34)cc2Cl)cn1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA23BC0>
CHEMBL4759414,,None,581.00,2,5.43,6n,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cccc([N+](=O)[O-])c1,IC50,'=',50.9,nM,7.29,No Comment,,UO_0000065,12.55,0.24,1.86,5.54,0,CHEMBL4721180,Inhibition of recombinant human N-terminal GST tagged EGFR (669 to 1210 residues) expressed in insect expression system using peptide as substrate incubated for 2 hrs followed by substrate addition and measured after 30 mins by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715818,1,Scientific Literature,Bioorg Med Chem,2018.0,None,TIME = 2.0 hr,INHIBITOR,7.2933,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cccc([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA23D80>
CHEMBL4743566,,None,615.45,2,6.08,6f,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cccc([N+](=O)[O-])c1Cl,IC50,'=',14.0,nM,7.85,No Comment,,UO_0000065,12.76,0.26,1.77,5.96,0,CHEMBL4721180,Inhibition of recombinant human N-terminal GST tagged EGFR (669 to 1210 residues) expressed in insect expression system using peptide as substrate incubated for 2 hrs followed by substrate addition and measured after 30 mins by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715818,1,Scientific Literature,Bioorg Med Chem,2018.0,None,TIME = 2.0 hr,INHIBITOR,7.8539,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cccc([N+](=O)[O-])c1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA23DF0>
CHEMBL4746488,,None,329.40,0,4.87,4,COc1cccc2cc(N(C)c3nc(C)nc4ccccc34)ccc12,IC50,'=',10.6,nM,7.97,No Comment,,UO_0000065,24.21,0.44,3.10,20.85,0,CHEMBL4714413,Inhibition of EGFR in human A431 cells preincubated for 60 mins followed by EGF stimulation and measured after 10 mins by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,A-431,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4706704,1,Scientific Literature,Bioorg Med Chem,2021.0,None,TIME = 1.167 hr,INHIBITOR,7.9747,COc1cccc2cc(N(C)c3nc(C)nc4ccccc34)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA23F40>
CHEMBL444724,,None,299.76,0,4.06,8,COc1ccc(N(C)c2nc(Cl)nc3ccccc23)cc1,IC50,'=',3.6,nM,8.44,No Comment,,UO_0000065,28.17,0.55,4.38,22.08,0,CHEMBL4714413,Inhibition of EGFR in human A431 cells preincubated for 60 mins followed by EGF stimulation and measured after 10 mins by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,A-431,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4706704,1,Scientific Literature,Bioorg Med Chem,2021.0,None,TIME = 1.167 hr,INHIBITOR,8.4437,COc1ccc(N(C)c2nc(Cl)nc3ccccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA24040>
CHEMBL4776396,,None,374.44,0,4.17,53,CCOc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,IC50,'=',0.2,nM,9.7,No Comment,,UO_0000065,25.9,0.47,5.53,11.68,0,CHEMBL4718820,Inhibition of human EGFR using poly[Glu:Tyr] (4:1) as substrate in presence of [gamma33P]ATP by radiometric HotSpot assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715760,1,Scientific Literature,Eur J Med Chem,2016.0,None,,INHIBITOR,9.699,CCOc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA24270>
CHEMBL4759127,,None,387.44,0,2.80,56,NC(=O)Cc1cccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)c1,IC50,'=',0.7,nM,9.15,No Comment,,UO_0000065,23.63,0.43,6.35,7.83,0,CHEMBL4718820,Inhibition of human EGFR using poly[Glu:Tyr] (4:1) as substrate in presence of [gamma33P]ATP by radiometric HotSpot assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715760,1,Scientific Literature,Eur J Med Chem,2016.0,None,,INHIBITOR,9.1549,NC(=O)Cc1cccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA242E0>
CHEMBL4639739,,None,502.58,2,5.37,55,C=CC(=O)NCCOc1cc(Cc2ccccc2)cc2[nH]c(-c3n[nH]c4cc(-c5cn[nH]c5)ccc34)cc12,IC50,'=',4500.0,nM,5.35,No Comment,,UO_0000065,10.64,0.19,-0.02,4.80,0,CHEMBL4603816,Inhibition of EGFR (unknown origin) using TK as substrate incubated for 30 mins by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4602634,1,Scientific Literature,Eur J Med Chem,2020.0,None,,,5.3468,C=CC(=O)NCCOc1cc(Cc2ccccc2)cc2[nH]c(-c3n[nH]c4cc(-c5cn[nH]c5)ccc34)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA243C0>
CHEMBL4092003,,None,446.55,1,6.48,10,CC(=O)CCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,IC50,'=',76.0,nM,7.12,No Comment,,UO_0000065,15.94,0.30,0.64,10.07,0,CHEMBL4013155,Inhibition of human N-terminal GST-fused EGFR L858R mutant (669 to 1210 residues) expressed in baculovirus using TK-substrate-biotin preincubated for 30 mins followed by substrate addition measured after 15 mins by HTFR assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,P00533,L858R,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4011631,1,Scientific Literature,J Med Chem,2017.0,None,,,7.1192,CC(=O)CCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA24580>
CHEMBL3740713,,None,536.64,2,7.63,7h,Cc1ccc(-n2cc(C(=O)c3c(C)[nH]c(-c4ccccc4)c3-c3ccccc3)c(C(=O)Nc3ccccc3)n2)cc1,IC50,'=',4490.0,nM,5.35,No Comment,,UO_0000065,9.97,0.18,-2.28,6.70,0,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739348,1,Scientific Literature,Medchemcomm,2015.0,None,,,5.3478,Cc1ccc(-n2cc(C(=O)c3c(C)[nH]c(-c4ccccc4)c3-c3ccccc3)c(C(=O)Nc3ccccc3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA24820>
CHEMBL3740385,,None,557.05,2,7.98,7i,Cc1[nH]c(-c2ccccc2)c(-c2ccccc2)c1C(=O)c1cn(-c2ccc(Cl)cc2)nc1C(=O)Nc1ccccc1,IC50,'=',3780.0,nM,5.42,No Comment,,UO_0000065,9.73,0.18,-2.56,6.80,0,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739348,1,Scientific Literature,Medchemcomm,2015.0,None,,,5.4225,Cc1[nH]c(-c2ccccc2)c(-c2ccccc2)c1C(=O)c1cn(-c2ccc(Cl)cc2)nc1C(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA24890>
CHEMBL3742060,,None,455.57,1,7.07,10b,Cc1ccc(-n2cc3c(-c4c(C)[nH]c(-c5ccccc5)c4-c4ccccc4)nnc(C)c3n2)cc1,IC50,'=',5430.0,nM,5.26,No Comment,,UO_0000065,11.56,0.21,-1.80,8.87,0,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739348,1,Scientific Literature,Medchemcomm,2015.0,None,,,5.2652,Cc1ccc(-n2cc3c(-c4c(C)[nH]c(-c5ccccc5)c4-c4ccccc4)nnc(C)c3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA24900>
CHEMBL3742200,,None,463.93,1,6.50,10f,Oc1nnc(-c2c[nH]c(-c3ccccc3)c2-c2ccccc2)c2cn(-c3ccc(Cl)cc3)nc12,IC50,'=',4390.0,nM,5.36,No Comment,,UO_0000065,11.55,0.22,-1.14,6.73,0,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739348,1,Scientific Literature,Medchemcomm,2015.0,None,,,5.3575,Oc1nnc(-c2c[nH]c(-c3ccccc3)c2-c2ccccc2)c2cn(-c3ccc(Cl)cc3)nc12,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA24970>
CHEMBL3741960,,None,393.44,1,6.34,16,Cc1c(C(=O)c2coc3ccc(O)cc23)[nH]c(-c2ccccc2)c1-c1ccccc1,IC50,'=',3670.0,nM,5.43,No Comment,,UO_0000065,13.81,0.25,-0.90,8.21,0,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739348,1,Scientific Literature,Medchemcomm,2015.0,None,,,5.4353,Cc1c(C(=O)c2coc3ccc(O)cc23)[nH]c(-c2ccccc2)c1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA249E0>
CHEMBL4163321,,None,746.71,3,7.39,SB163,CN(CCN(C)Cc1ccc(C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1)CCn1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,IC50,'=',320.0,nM,6.5,No Comment,,UO_0000065,8.7,0.17,-0.90,4.54,0,CHEMBL4139114,Inhibition of human A431 cells derived EGFR by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138087,1,Scientific Literature,Eur J Med Chem,2017.0,None,,,6.4949,CN(CCN(C)Cc1ccc(C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1)CCn1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA24A50>
CHEMBL3971939,,None,418.50,0,4.25,Ex 41,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C)c4)ncnc3cc2OC)CC1,IC50,'=',9.3,nM,8.03,No Comment,,UO_0000065,19.19,0.35,3.78,10.49,0,CHEMBL3882126,"Inhibition of N-terminal GST-tagged recombinant human EGFR T790M mutant expressed in baculovirus infected Sf21 cells using poly (Glu,Tyr)4:1 as substrate preincubated for 10 mins followed by substrate addition measured after 1 hr by fluorescence polarization assay",B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,P00533,T790M,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3881529,38,Patent Bioactivity Data,,2012.0,CHEMBL4106362,,,8.0315,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C)c4)ncnc3cc2OC)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA24BA0>
CHEMBL3961848,,None,430.51,0,4.58,Ex 73,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C=C)c4)ncnc3cc2OC)CC1,IC50,'=',3.0,nM,8.52,No Comment,,UO_0000065,19.8,0.36,3.94,11.13,0,CHEMBL3882126,"Inhibition of N-terminal GST-tagged recombinant human EGFR T790M mutant expressed in baculovirus infected Sf21 cells using poly (Glu,Tyr)4:1 as substrate preincubated for 10 mins followed by substrate addition measured after 1 hr by fluorescence polarization assay",B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,P00533,T790M,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3881529,38,Patent Bioactivity Data,,2012.0,CHEMBL4106362,,,8.5229,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C=C)c4)ncnc3cc2OC)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA24C10>
CHEMBL4794131,,None,363.45,0,4.15,4e,COc1ccc(/C=N\Nc2nc(-c3nc4ccccc4n3C)cs2)cc1,IC50,'=',311.75,nM,6.51,No Comment,,UO_0000065,17.9,0.34,2.36,10.11,0,CHEMBL4729710,Inhibition of EGFR (unknown origin) using ATF-2 as substrate after 1 hr by radiometric based ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4725379,1,Scientific Literature,Bioorg Med Chem,2020.0,None,TIME = 1.0 hr,INHIBITOR,6.5062,COc1ccc(/C=N\Nc2nc(-c3nc4ccccc4n3C)cs2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA24E40>
CHEMBL4762604,,None,402.31,1,5.45,4l,Cn1c(-c2csc(N/N=C\c3ccc(Cl)cc3Cl)n2)nc2ccccc21,IC50,'=',513.63,nM,6.29,No Comment,,UO_0000065,15.63,0.33,0.84,11.41,0,CHEMBL4729710,Inhibition of EGFR (unknown origin) using ATF-2 as substrate after 1 hr by radiometric based ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4725379,1,Scientific Literature,Bioorg Med Chem,2020.0,None,TIME = 1.0 hr,INHIBITOR,6.2893,Cn1c(-c2csc(N/N=C\c3ccc(Cl)cc3Cl)n2)nc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA24EB0>
CHEMBL4102455,,None,484.81,1,6.60,6b,S=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)Nc1ccccc1Cl,IC50,'=',15.8,nM,7.8,No Comment,,UO_0000065,16.09,0.37,1.20,12.61,0,CHEMBL4011053,Inhibition of human recombinant N-terminal GST-tagged EGFR (668 to 1210 residues) expressed in baculovirus infected Sf9 insect cells using KHKKLAEGSAYEEV as substrate after 30 mins in presence of gamma-[32P]ATP by densitometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4007489,1,Scientific Literature,J Med Chem,2017.0,None,,,7.8013,S=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)Nc1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA25150>
CHEMBL4088760,,None,529.26,2,6.71,6n,S=C(Nc1ccc(Br)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,'=',35.4,nM,7.45,No Comment,,UO_0000065,14.08,0.35,0.74,12.04,0,CHEMBL4011053,Inhibition of human recombinant N-terminal GST-tagged EGFR (668 to 1210 residues) expressed in baculovirus infected Sf9 insect cells using KHKKLAEGSAYEEV as substrate after 30 mins in presence of gamma-[32P]ATP by densitometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4007489,1,Scientific Literature,J Med Chem,2017.0,None,,,7.451,S=C(Nc1ccc(Br)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA251C0>
CHEMBL4072928,,None,519.26,2,7.25,6p,S=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,'=',133.1,nM,6.88,No Comment,,UO_0000065,13.24,0.31,-0.37,11.11,0,CHEMBL4011053,Inhibition of human recombinant N-terminal GST-tagged EGFR (668 to 1210 residues) expressed in baculovirus infected Sf9 insect cells using KHKKLAEGSAYEEV as substrate after 30 mins in presence of gamma-[32P]ATP by densitometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4007489,1,Scientific Literature,J Med Chem,2017.0,None,,,6.8758,S=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA25230>
CHEMBL4077419,,None,519.26,2,7.25,6q,S=C(Nc1cc(Cl)cc(Cl)c1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,'=',146.3,nM,6.83,No Comment,,UO_0000065,13.16,0.31,-0.42,11.05,0,CHEMBL4011053,Inhibition of human recombinant N-terminal GST-tagged EGFR (668 to 1210 residues) expressed in baculovirus infected Sf9 insect cells using KHKKLAEGSAYEEV as substrate after 30 mins in presence of gamma-[32P]ATP by densitometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4007489,1,Scientific Literature,J Med Chem,2017.0,None,,,6.8348,S=C(Nc1cc(Cl)cc(Cl)c1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA252A0>
CHEMBL4071170,,None,498.84,1,6.28,7c,S=C(NCc1ccc(Cl)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,'=',28.3,nM,7.55,No Comment,,UO_0000065,15.13,0.34,1.27,12.20,0,CHEMBL4011053,Inhibition of human recombinant N-terminal GST-tagged EGFR (668 to 1210 residues) expressed in baculovirus infected Sf9 insect cells using KHKKLAEGSAYEEV as substrate after 30 mins in presence of gamma-[32P]ATP by densitometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4007489,1,Scientific Literature,J Med Chem,2017.0,None,,,7.5482,S=C(NCc1ccc(Cl)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA25310>
CHEMBL4290355,,None,307.38,0,4.13,14c,COc1ccc(-c2nc3sc(-c4ccccc4)cn3n2)cc1,IC50,'=',5600.0,nM,5.25,No Comment,,UO_0000065,17.09,0.33,1.12,13.32,0,CHEMBL4273762,Inhibition of His6-tagged recombinant EGFR cytoplasmic domain (645 to 1186 residues) (unknown origin) expressed in baculovirus infected Sf9 insect cells preincubated for 10 mins followed by ATP-MgCl2 addition and measured after 1 hr by DELFIA/time-resolved fluorometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4270577,1,Scientific Literature,Eur J Med Chem,2018.0,None,,,5.2518,COc1ccc(-c2nc3sc(-c4ccccc4)cn3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30BA25380>
